record,Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
1529,16-08183064,1700 W DIVISION ST,1700,W,DIVISION ST,1700 W DIVISION ST,12/6/2016 0:00,12/15/2016 0:00,Completed,Lexus,N813390,6866381,1164827.7,1908052.42,Carryall,12/3/2016,12/3/2016,-87.6699923,41.90330504,12/3/2016 5:55,1700,W,DIVISION,DIVISION ST,1700 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,495,LEXU,60,Notice,2016,TRUE,12/3/2016 5:55,TICKET AND TOW
1530,16-08183066,1520 W DIVISION ST,1520,W,DIVISION ST,1520 W DIVISION ST,12/6/2016 0:00,12/15/2016 0:00,Completed,Jeep/Cherokee,S907776,6866383,1165958.93,1908082.902,Carryall,12/3/2016,12/3/2016,-87.6658362,41.9033646,12/3/2016 5:57,1520,W,DIVISION,DIVISION ST,1520 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,495,JEEP,60,Notice,2016,TRUE,12/3/2016 5:57,TICKET AND TOW
1531,16-08183069,1616 W FOSTER AVE,1616,W,FOSTER AVE,1616 W FOSTER AVE,12/6/2016 0:00,12/15/2016 0:00,Completed,Buick,Z278813,6866386,1164617.058,1934603.279,Sedan 4 Door,12/3/2016,12/3/2016,-87.67001138,41.97616647,12/3/2016 3:02,1610,W,FOSTER,FOSTER AVE,1610 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,BUIC,60,Paid,2016,TRUE,12/3/2016 3:02,TICKET AND TOW
1532,16-08183070,7225 N CLARK ST,7225,N,CLARK ST,7225 N CLARK ST,12/6/2016 0:00,12/15/2016 0:00,Completed,Infiniti/Q45,9125858,6866387,1163243.196,1947986.133,Carryall,12/3/2016,12/3/2016,-87.67468507,42.0129185,12/3/2016 3:59,7221,N,CLARK,CLARK ST,7221 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,INFI,60,Paid,2016,TRUE,12/3/2016 3:59,TICKET AND TOW
1533,16-08184346,7516 N CLARK ST,7516,N,CLARK ST,7516 N CLARK ST,12/6/2016 0:00,12/15/2016 0:00,Completed,Dodge,N786193,6866388,1162928.149,1949883.72,Van,12/3/2016,12/3/2016,-87.67579065,42.01813216,12/3/2016 4:09,7522,N,CLARK,CLARK ST,7522 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,DODG,60,Paid,2016,TRUE,12/3/2016 4:09,TICKET AND TOW
1534,16-08183071,1811 N DIVISION,1811,N,DIVISION,1811 N DIVISION,12/6/2016 0:00,12/15/2016 0:00,Completed,Audi,3064CC,6866389,,,Sedan 4 Door,12/3/2016,12/3/2016,-87.672907,41.903015,12/3/2016 6:22,1811,W,DIVISION,DIVISION ST,1811 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,495,AUDI,60,Define,2016,TRUE,12/3/2016 6:22,TICKET AND TOW
1535,16-08184348,3838 W DIVISION ST,3838,W,DIVISION ST,3838 W DIVISION ST,12/6/2016 0:00,12/15/2016 0:00,Completed,Subaru,S713848,6866394,1150475.34,1907725.952,Sedan 4 Door,12/3/2016,12/3/2016,-87.72272033,41.90270162,12/3/2016 6:37,3838,W,DIVISION,DIVISION ST,3838 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,495,SUBA,60,Paid,2016,TRUE,12/3/2016 6:37,TICKET AND TOW
1536,16-08183076,1621 W FOSTER AVE,1621,W,FOSTER AVE,1621 W FOSTER AVE,12/6/2016 0:00,12/15/2016 0:00,Completed,Mitsubishi,P588439,6866396,1164583.258,1934602.379,Sedan 2 Door,12/3/2016,12/3/2016,-87.6701357,41.97616472,12/3/2016 3:05,1621,W,FOSTER,FOSTER AVE,1621 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,MITS,60,Paid,2016,TRUE,12/3/2016 3:05,TICKET AND TOW
1537,16-08183079,5034 W DIVISION ST,5034,W,DIVISION ST,5034 W DIVISION ST,12/6/2016 0:00,12/15/2016 0:00,Completed,Chevrolet,E673436,6866398,1142459.29,1907519.58,Sedan 4 Door,12/3/2016,12/3/2016,-87.75217016,41.90228811,12/3/2016 3:02,5034,W,DIVISION,DIVISION ST,5034 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,15,CHEV,60,Notice,2016,TRUE,12/3/2016 3:02,TICKET AND TOW
1538,16-08183083,4100 W DIVISION ST,4100,W,DIVISION ST,4100 W DIVISION ST,12/6/2016 0:00,12/15/2016 0:00,Completed,Ford,164T636,6866399,1148830.314,1907689.298,Carryall,12/3/2016,12/3/2016,-87.7287638,41.90263301,12/3/2016 5:45,4100,W,DIVISION,DIVISION ST,4100 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,495,FORD,60,Notice,2016,TRUE,12/3/2016 5:45,TICKET AND TOW
1539,16-08198838,1180 N MILWAUKEE AVE,1180,N,MILWAUKEE AVE,1180 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Toyota,Y935616,6866493,1166025.623,1907874.804,Sedan 4 Door,12/4/2016,12/4/2016,-87.66559717,41.90279215,12/4/2016 3:14,1180,N,MILWAUKEE,MILWAUKEE AVE,1180 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Court,2016,TRUE,12/4/2016 3:14,TICKET AND TOW
1540,16-08198840,1718 N CENTRAL AVE,1718,N,CENTRAL AVE,1718 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Toyota,V750695,6866495,1138782.423,1910939.983,Sedan 4 Door,12/4/2016,12/4/2016,-87.7655929,41.91174166,12/4/2016 3:11,1718,,CENTRAL,CENTRAL AVE,1718  CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,SCIO,60,Paid,2016,TRUE,12/4/2016 3:11,TICKET AND TOW
1541,16-08198841,1209 N MILWAUKEE AVE,1209,N,MILWAUKEE AVE,1209 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Honda,E994268,6866496,1165701.786,1908147.262,Sedan 4 Door,12/4/2016,12/4/2016,-87.6667789,41.9035467,12/4/2016 3:15,1209,N,MILWAUKEE,MILWAUKEE AVE,1209 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,495,HOND,60,Paid,2016,TRUE,12/4/2016 3:15,TICKET AND TOW
1542,16-08199322,2216 N CENTRAL AVE,2216,N,CENTRAL AVE,2216 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Toyota,Z610038,6866501,1138686.543,1914202.593,Carryall,12/4/2016,12/4/2016,-87.76586583,41.92069637,12/4/2016 3:10,2216,N,CENTRAL,CENTRAL AVE,2216 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Paid,2016,TRUE,12/4/2016 3:10,TICKET AND TOW
1543,16-08199323,2254 N CENTRAL AVE,2254,N,CENTRAL AVE,2254 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Volkswagen,E561740,6866502,1138677.844,1914446.629,Sedan 4 Door,12/4/2016,12/4/2016,-87.76589186,41.92136619,12/4/2016 3:26,2254,W,CENTRAL,CENTRAL AVE,2254 W CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,VOLK,60,Paid,2016,TRUE,12/4/2016 3:26,TICKET AND TOW
1544,16-08199324,2248 N CENTRAL AVE,2248,N,CENTRAL AVE,2248 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Nissan,L632330,6866503,1138679.243,1914408.093,Carryall,12/4/2016,12/4/2016,-87.76588766,41.92126042,12/4/2016 3:15,2248,W,CENTRAL,CENTRAL AVE,2248 W CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Paid,2016,TRUE,12/4/2016 3:15,TICKET AND TOW
1545,16-08199338,2118 W FOSTER AVE,2118,W,FOSTER AVE,2118 W FOSTER AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Subaru,Z683294,6866516,1161278.85,1934513.534,Sedan 4 Door,12/4/2016,12/4/2016,-87.68228978,41.97599048,12/4/2016 3:10,2118,W,FOSTER,FOSTER AVE,2118 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,495,SUBA,60,Paid,2016,TRUE,12/4/2016 3:10,TICKET AND TOW
1546,16-08199339,2315 W FOSTER AVE,2315,W,FOSTER AVE,2315 W FOSTER AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Lexus,89014FF,6866518,1159899.31,1934476.314,Sedan 4 Door,12/4/2016,12/4/2016,-87.68736392,41.97591701,12/4/2016 3:25,2315,W,FOSTER,FOSTER AVE,2315 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,495,LEXU,60,Notice,2016,TRUE,12/4/2016 3:25,TICKET AND TOW
1547,16-08199342,1524 N MILWAUKEE AVE,1524,N,MILWAUKEE AVE,1524 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Dodge,E619613,6866521,1163222.52,1910236.96,Carryall,12/4/2016,12/4/2016,-87.67582695,41.90933348,12/4/2016 3:44,1528,N,MILWAUKEE,MILWAUKEE AVE,1528 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,495,DODG,60,Notice,2016,TRUE,12/4/2016 3:44,TICKET AND TOW
1548,16-08199345,849 N CENTRAL AVE,849,N,CENTRAL AVE,849 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Hyundai,Q957268,6866524,1138863.125,1905209.21,Sedan 4 Door,12/4/2016,12/4/2016,-87.76543579,41.89601426,12/4/2016 3:24,849,N,CENTRAL,CENTRAL AVE,849 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,HOND,60,Notice,2016,TRUE,12/4/2016 3:24,TICKET AND TOW
1549,16-08199350,2442 W FOSTER AVE,2442,W,FOSTER AVE,2442 W FOSTER AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Acura,V270471,6866529,1158954.528,1934454.907,Carryall,12/4/2016,12/4/2016,-87.69083883,41.97587776,12/4/2016 3:24,2442,W,FOSTER,FOSTER AVE,2442 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,ACUR,60,Notice,2016,TRUE,12/4/2016 3:24,TICKET AND TOW
1550,16-08199355,1620 N MILWAUKEE AVE,1620,N,MILWAUKEE AVE,1620 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Saturn,L860948,6866532,1162582.018,1910781.542,Carryall,12/4/2016,12/4/2016,-87.67816458,41.9108413,12/4/2016 3:55,1620,N,MILWAUKEE,MILWAUKEE AVE,1620 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,SATR,60,Paid,2016,TRUE,12/4/2016 3:55,TICKET AND TOW
1551,16-08199357,423 N CENTRAL AVE,423,N,CENTRAL AVE,423 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Kia Motors Corp,Q227089,6866533,1138964.455,1902322.701,Carryall,12/4/2016,12/4/2016,-87.76513383,41.88809148,12/4/2016 3:35,423,N,CENTRAL,CENTRAL AVE,423 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,KIA,60,Paid,2016,TRUE,12/4/2016 3:35,TICKET AND TOW
1552,16-08199257,423 N CENTRAL AVE,423,N,CENTRAL AVE,423 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Nissan,Q960056,6866534,1138964.455,1902322.701,Sedan 4 Door,12/4/2016,12/4/2016,-87.76513383,41.88809148,12/4/2016 3:41,423,N,CENTRAL,CENTRAL AVE,423 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Notice,2016,TRUE,12/4/2016 3:41,TICKET AND TOW
1553,16-08199258,1652 N MILWAUKEE AVE,1652,N,MILWAUKEE AVE,1652 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Kia Motors Corp,E712900,6866535,1162328.393,1910994.593,Carryall,12/4/2016,12/4/2016,-87.67909034,41.91143124,12/4/2016 3:53,1652,N,MILWAUKEE,MILWAUKEE AVE,1652 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,KIA,60,Notice,2016,TRUE,12/4/2016 3:53,TICKET AND TOW
1554,16-08199259,1669 N MILWAUKEE AVE,1669,N,MILWAUKEE AVE,1669 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Honda,Y959268,6866536,1162218.793,1911087.693,Sedan 4 Door,12/4/2016,12/4/2016,-87.67949037,41.91168901,12/4/2016 3:56,1669,N,MILWAUKEE,MILWAUKEE AVE,1669 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,HOND,60,Paid,2016,TRUE,12/4/2016 3:56,TICKET AND TOW
1555,16-08199260,320 N CENTRAL AVE,320,N,CENTRAL AVE,320 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Nissan,N890174,6866537,1138983.715,1901690.972,Sedan 4 Door,12/4/2016,12/4/2016,-87.76507846,41.88635759,12/4/2016 3:54,320,N,CENTRAL,CENTRAL AVE,320 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Notice,2016,TRUE,12/4/2016 3:54,TICKET AND TOW
1556,16-08199262,1721 N MILWAUKEE AVE,1721,N,MILWAUKEE AVE,1721 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Nissan,710QV,6866539,1161829.717,1911418.658,Sedan 4 Door,12/4/2016,12/4/2016,-87.68091046,41.91260533,12/4/2016 5:52,1721,N,MILWAUKEE,MILWAUKEE AVE,1721 N MILWAUKEE,IN,964060,3-7 AM SNOW ROUTE,14,NISS,60,Paid,2016,TRUE,12/4/2016 5:52,TICKET AND TOW
1557,16-08199263,1814 N MILWAUKEE AVE,1814,N,MILWAUKEE AVE,1814 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Honda,E179463,6866540,1161101.81,1912040.48,Sedan 2 Door,12/4/2016,12/4/2016,-87.6835673,41.91432682,12/4/2016 3:51,1812,N,MILWAUKEEE,MILWAUKEE AVE,1812 N MILWAUKEEE,IL,964060,3-7 AM SNOW ROUTE,14,HOND,60,Paid,2016,TRUE,12/4/2016 3:51,TICKET AND TOW
1558,16-08199264,1642 N MILWAUKEE AVE,1642,N,MILWAUKEE AVE,1642 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,General Motors Corp.,E451560,6866541,1162407.693,1910927.993,Carryall,12/4/2016,12/4/2016,-87.67880089,41.91124683,12/4/2016 3:54,1644,N,MILWAUKEE,MILWAUKEE AVE,1644 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,GMC,60,Paid,2016,TRUE,12/4/2016 3:54,TICKET AND TOW
1559,16-08199265,2067 N MILWAUKEE AVE,2067,N,MILWAUKEE AVE,2067 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Buick,G627539,6866542,1159188.44,1913639.413,Sedan 4 Door,12/4/2016,12/4/2016,-87.6905527,41.91875397,12/4/2016 3:17,2065,N,MILWAUKEE,MILWAUKEE AVE,2065 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,BUIC,60,Paid,2016,TRUE,12/4/2016 3:17,TICKET AND TOW
1560,16-08199267,215 N CENTRAL AVE,215,N,CENTRAL AVE,215 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Dodge,E686316,6866544,1139006.903,1900999.716,Sedan 4 Door,12/4/2016,12/4/2016,-87.76501012,41.88446027,12/4/2016 3:48,215,N,CENTRAL,CENTRAL AVE,215 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,DODG,60,Paid,2016,TRUE,12/4/2016 3:48,TICKET AND TOW
1561,16-08199122,2211 N MILWAUKEE AVE,2211,N,MILWAUKEE AVE,2211 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Honda,178KFW,6866545,1158186.89,1914442.94,Van,12/4/2016,12/4/2016,-87.6942105,41.92097945,12/4/2016 3:10,2211,N,MILWAUKEE,MILWAUKEE AVE,2211 N MILWAUKEE,MN,964060,3-7 AM SNOW ROUTE,14,HOND,60,Define,2016,TRUE,12/4/2016 3:10,TICKET AND TOW
1562,16-08199269,217 N CENTRAL AVE,217,N,CENTRAL AVE,217 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Nissan,E558135,6866547,1139006.503,1901010.616,Sedan 2 Door,12/4/2016,12/4/2016,-87.76501132,41.88449019,12/4/2016 3:50,217,N,CENTRAL,CENTRAL AVE,217 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,NISS,60,Notice,2016,TRUE,12/4/2016 3:50,TICKET AND TOW
1563,16-08199271,2117 N MILWAUKEE AVE,2117,N,MILWAUKEE AVE,2117 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Volkswagen,K785514,6866549,1158771.343,1913972.971,Sedan 4 Door,12/4/2016,12/4/2016,-87.69207599,41.91967785,12/4/2016 3:13,2117,N,MILWAUKEE,MILWAUKEE AVE,2117 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,VOLK,60,Paid,2016,TRUE,12/4/2016 3:13,TICKET AND TOW
1564,16-08199272,2215 N MILWAUKEE AVE,2215,N,MILWAUKEE AVE,2215 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Chevrolet,9281346,6866550,1158153.29,1914470.04,Sedan 2 Door,12/4/2016,12/4/2016,-87.69433321,41.9210545,12/4/2016 3:01,2275,N,MILWAUKEE,MILWAUKEE AVE,2275 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,CHEV,60,Paid,2016,TRUE,12/4/2016 3:01,TICKET AND TOW
1565,16-08199276,146 N CENTRAL AVE,146,N,CENTRAL AVE,146 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Chevrolet,Q893289,6866554,1139023.385,1900529.418,Sedan 4 Door,12/4/2016,12/4/2016,-87.76496103,41.88316941,12/4/2016 4:11,146,N,CENTRAL,CENTRAL AVE,146 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,CHEV,60,Notice,2016,TRUE,12/4/2016 4:11,TICKET AND TOW
1566,16-08199149,148 N CENTRAL AVE,148,N,CENTRAL AVE,148 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Dodge,E692556,6866555,1139022.785,1900544.118,Sedan 4 Door,12/4/2016,12/4/2016,-87.76496288,41.88320976,12/4/2016 4:08,148,N,CENTRAL,CENTRAL AVE,148 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,DODG,60,Notice,2016,TRUE,12/4/2016 4:08,TICKET AND TOW
1567,16-08199277,148 N CENTRAL AVE,148,N,CENTRAL AVE,148 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Dodge,E692556,6866556,1139022.785,1900544.118,Sedan 4 Door,12/4/2016,12/4/2016,-87.76496288,41.88320976,12/4/2016 4:08,148,N,CENTRAL,CENTRAL AVE,148 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,DODG,60,Notice,2016,TRUE,12/4/2016 4:08,TICKET AND TOW
1568,16-08199186,3042 N MILWAUKEE AVE,3042,N,MILWAUKEE AVE,3042 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Chevrolet,N709933,6866557,1151244.56,1920044.33,Carryall,12/4/2016,12/4/2016,-87.71957099,41.93648929,12/4/2016 5:01,3042,N,MILWAUKEE,MILWAUKEE AVE,3042 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,495,CHEV,60,Define,2016,TRUE,12/4/2016 5:01,TICKET AND TOW
1569,16-08199282,158 N CENTRAL AVE,158,N,CENTRAL AVE,158 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Dodge,Z669745,6866562,1139020.303,1900617.316,Van,12/4/2016,12/4/2016,-87.76497021,41.88341067,12/4/2016 4:05,158,N,CENTRAL,CENTRAL AVE,158 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,DODG,60,Notice,2016,TRUE,12/4/2016 4:05,TICKET AND TOW
1570,16-08199284,2524 W FOSTER AVE,2524,W,FOSTER AVE,2524 W FOSTER AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Dodge,Z111383,6866564,1158430.349,1934446.03,Sedan 4 Door,12/4/2016,12/4/2016,-87.69276668,41.97586418,12/4/2016 3:16,2524,W,FOSTER,FOSTER AVE,2524 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,DODG,60,Paid,2016,TRUE,12/4/2016 3:16,TICKET AND TOW
1571,16-08199287,2437 W FOSTER AVE,2437,W,FOSTER AVE,2437 W FOSTER AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Toyota,A183687,6866567,1159009.128,1934455.907,Carryall,12/4/2016,12/4/2016,-87.69063802,41.97587938,12/4/2016 3:29,2431,W,FOSTER,FOSTER AVE,2431 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,TOYT,60,Paid,2016,TRUE,12/4/2016 3:29,TICKET AND TOW
1572,16-08199288,2530 W FOSTER AVE,2530,W,FOSTER AVE,2530 W FOSTER AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Toyota,Q958382,6866568,1158401.849,1934445.53,Carryall,12/4/2016,12/4/2016,-87.6928715,41.97586339,12/4/2016 3:21,2530,W,FOSTER,FOSTER AVE,2530 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,TOYT,60,Paid,2016,TRUE,12/4/2016 3:21,TICKET AND TOW
1573,16-08199293,2530 N MILWAUKEE AVE,2530,N,MILWAUKEE AVE,2530 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Toyota,V137886,6866573,1155355.653,1916733.569,Sedan 4 Door,12/4/2016,12/4/2016,-87.70455142,41.92732255,12/4/2016 4:37,2530,N,MILWAUKEE,MILWAUKEE AVE,2530 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Notice,2016,TRUE,12/4/2016 4:37,TICKET AND TOW
1574,16-08199294,156 N CENTRAL AVE,156,N,CENTRAL AVE,156 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Ford,Z402056,6866574,1139020.803,1900602.716,Sedan 4 Door,12/4/2016,12/4/2016,-87.76496873,41.8833706,12/4/2016 4:05,156,N,CENTRAL,CENTRAL AVE,156 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,FORD,60,Paid,2016,TRUE,12/4/2016 4:05,TICKET AND TOW
1575,16-08199295,168 N CENTRAL PARK DR,168,N,CENTRAL PARK AVE,168 N CENTRAL PARK AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Buick,937S458,6866575,1152185.927,1901096.757,Sedan 4 Door,12/4/2016,12/4/2016,-87.71661203,41.88447686,12/4/2016 4:01,158,N,CENTRAL,CENTRAL AVE,158 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,BUIC,60,Notice,2016,TRUE,12/4/2016 4:01,TICKET AND TOW
1576,16-08199302,35 N CENTRAL AVE,35,N,CENTRAL AVE,35 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Chrysler,Q816200,6866582,1139049.357,1899716.904,Van,12/4/2016,12/4/2016,-87.76488542,41.8809393,12/4/2016 4:30,35,N,CENTRAL,CENTRAL AVE,35 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,CHRY,60,Notice,2016,TRUE,12/4/2016 4:30,TICKET AND TOW
1577,16-08199303,38 N CENTRAL AVE,38,N,CENTRAL AVE,38 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Toyota,S945388,6866583,1139048.757,1899739.204,Sedan 4 Door,12/4/2016,12/4/2016,-87.76488709,41.8810005,12/4/2016 4:38,38,N,CENTRAL,CENTRAL AVE,38 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,TOYT,60,Notice,2016,TRUE,12/4/2016 4:38,TICKET AND TOW
1578,16-08199310,123 N CENTRAL AVE,123,N,CENTRAL AVE,123 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Cadillac,849S898,6866590,1139029.285,1900360.918,Carryall,12/4/2016,12/4/2016,-87.76494347,41.88270692,12/4/2016 4:10,123,N,CENTRAL,CENTRAL AVE,123 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,CADI,60,Notice,2016,TRUE,12/4/2016 4:10,TICKET AND TOW
1579,16-08199311,123 N CENTRAL AVE,123,N,CENTRAL AVE,123 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Lincoln,7628LY,6866591,1139029.285,1900360.918,Carryall,12/4/2016,12/4/2016,-87.76494347,41.88270692,12/4/2016 4:20,127,N,CENTRAL,CENTRAL AVE,127 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,LINC,60,Notice,2016,TRUE,12/4/2016 4:20,TICKET AND TOW
1580,16-08199313,123 N CENTRAL AVE,123,N,CENTRAL AVE,123 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Buick,276T458,6866593,1139029.285,1900360.918,Carryall,12/4/2016,12/4/2016,-87.76494347,41.88270692,12/4/2016 4:09,119,N,CENTRAL,CENTRAL AVE,119 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,BUIC,60,Notice,2016,TRUE,12/4/2016 4:09,TICKET AND TOW
1581,16-08199314,38 N CENTRAL AVE,38,N,CENTRAL AVE,38 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Lexus,Q618621,6866594,1139048.757,1899739.204,Sedan 4 Door,12/4/2016,12/4/2016,-87.76488709,41.8810005,12/4/2016 4:33,38,N,CENTRAL,CENTRAL AVE,38 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,LEXU,60,Notice,2016,TRUE,12/4/2016 4:33,TICKET AND TOW
1582,16-08199315,123 N CENTRAL AVE,123,N,CENTRAL AVE,123 N CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Chevrolet,Z669130,6866595,1139029.285,1900360.918,Sedan 4 Door,12/4/2016,12/4/2016,-87.76494347,41.88270692,12/4/2016 4:14,128,N,CENTRAL,CENTRAL AVE,128 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,495,CHEV,60,Notice,2016,TRUE,12/4/2016 4:14,TICKET AND TOW
1583,16-08200686,3445 N MILWAUKEE AVE,3445,N,MILWAUKEE AVE,3445 N MILWAUKEE AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Volvo,Z242579,6866600,1147999.33,1922654.95,Sedan 4 Door,12/4/2016,12/4/2016,-87.73143032,41.94371619,12/4/2016 3:28,3443,W,FOSTER,FOSTER AVE,3443 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,17,VOLV,60,Paid,2016,TRUE,12/4/2016 3:28,TICKET AND TOW
1584,16-08200688,23 S CENTRAL AVE,23,S,CENTRAL AVE,23 S CENTRAL AVE,12/7/2016 0:00,12/15/2016 0:00,Completed,Chevrolet,141T001,6866602,1139059.557,1899382.904,Sedan 4 Door,12/4/2016,12/4/2016,-87.76485609,41.88002257,12/4/2016 4:39,21,S,CENTRAL,CENTRAL AVE,21 S CENTRAL,IL,964060,3-7 AM SNOW ROUTE,15,CHEV,60,Paid,2016,TRUE,12/4/2016 4:39,TICKET AND TOW
